Company Name,Position,location,link,Year of Experience,Date
Walmart,"(USA) Senior, Software Engineer- SAP SuccessFactors","BENTONVILLE, AR",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1862071-usa-senior-software-engineer-sap-successfactors&v=1.0&sign=2a6cc534eca808f5697b4274f29ce7e7,8,5/26/2024
Microsoft,Principal Applied ScientistPrincipal Applied Scientist,"Alaska, United States (Remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928816626%2F&v=1.0&sign=efebf73868bbcfbe75a62fb7865cf603,6,5/26/2024
Dice,REMOTE:::ICFR; SOX; Third Party Risk ManagementREMOTE:::ICFR; SOX; Third Party Risk Management,United States (Remote),https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3935428614%2F&v=1.0&sign=b6b961b6f7bff22e6460ed91a23e761b,12,5/26/2024
Meta,"Software Engineer, Systems","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F1145207406806375%2F&v=1.0&sign=cdd1d4b10b24511b44b80a085c453b0c,2,5/26/2024
Microsoft,Principal Applied ScientistPrincipal Applied Scientist,"California, United States (Remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928820178%2F&v=1.0&sign=486404147e2b98042433163398232a43,6,5/26/2024
Meta,"Software Engineer, Product","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F461186763166134%2F&v=1.0&sign=6b494bd222714552aa22ca3fea822c23,2,5/26/2024
Microsoft,Principal Applied ScientistPrincipal Applied Scientist,"Hawaii, United States (Remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928814868%2F&v=1.0&sign=eb03ce92b862c1832d078f936ea25517,6,5/26/2024
Meta,"Software Engineer, Systems","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F467433465641895%2F&v=1.0&sign=0569557c01fcba93178f33b0db7179b0,2,5/26/2024
Meta,"Software Engineer, Product","Bellevue, WA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F998718454951817%2F&v=1.0&sign=a11a0543148ea0527cdd63084e110a22,0,5/26/2024
Meta,"Software Engineer, Systems","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F1493384984586976%2F&v=1.0&sign=8e78216fba109455c334ef20c5a495a2,2,5/26/2024
Meta,"Data Engineer, Analytics","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F444800354803336%2F&v=1.0&sign=c92586e6a4767d28666955eaef7558ea,2,5/26/2024
Microsoft,Software Engineer II,"Vancouver, British Columbia, Canada",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1719643%2FSoftware-Engineer-II%C2%A0&v=1.0&sign=dad4d29455379ac709ee630136690f08,2,5/26/2024
Microsoft,Senior Machine Learning Engineer,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1719020%2FSenior-Machine-Learning-Engineer&v=1.0&sign=82b6c46ef55c75d453da84a3244cf81a,4,5/26/2024
Microsoft,Senior Software Engineer,"Chicago, Illinois, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1721204%2FSenior-Software-Engineer&v=1.0&sign=f8af9c090cdecc9290cdb89e2b272f36,4,5/26/2024
Microsoft,Senior Software Engineer,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1718860%2FSenior-Software-Engineer&v=1.0&sign=d9f5fb6dc6a80e6d6549312c35123978,2,5/26/2024
JPMorgan Chase & Co.,Vice President - Product Manager - Fraud and Scams,"New York, NY, United States; Plano, TX, United States; Columbus, OH, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjpmc.fa.oraclecloud.com%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1001%2Fjob%2F210522175&v=1.0&sign=9db2e18c622d0bf05ed4f36af2d977a0,7,5/26/2024
JPMorgan Chase & Co.,Consultant Senior - Vice President,"Nashville, TN, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjpmc.fa.oraclecloud.com%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1001%2Fjob%2F210522159&v=1.0&sign=7499c85c18389729c6ca7157f2721c2c,5,5/26/2024
Veeva Systems,Product Manager,Massachusetts - Boston,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2F54d26896-4ceb-442b-b1a0-a10f74e6aff9&v=1.0&sign=fe357b70b56abfa9c3147f532ac0e63b,3,5/26/2024
Veeva Systems,Product Marketing Manager,Massachusetts - Boston,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2F7e561c11-2995-441e-b955-b6cc5446f587&v=1.0&sign=0079ca71e80ae67bcb8c7369e14ab403,3,5/26/2024
Veeva Systems,Product Marketing Manager,Georgia - Atlanta,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2Fe4b6f75d-2a4c-4d39-aa4d-47b658502cf4&v=1.0&sign=36bf5723ed270f1a8ef75196121a66ff,3,5/26/2024
Veeva Systems,Product Marketing Manager,Massachusetts - Boston,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2Fd8dce2ce-74d0-4b68-9524-500e1758ba96&v=1.0&sign=34f789358116df42f4f7df89203e5607,3,5/26/2024
Luma AI,Senior Research Engineer,"Palo Alto, California",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2FLumaAi%2F6486d7ff-e913-4e02-871c-5b8f82ebb0b3&v=1.0&sign=172dd71eaf9e1e7a063671625fa5bba2,2,5/26/2024
Luma AI,Senior Machine Learning Engineer,"Palo Alto, California",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2FLumaAi%2F5b651913-fe0b-491d-ba6b-e9ee57b02625&v=1.0&sign=30856caff157dfba8f1e9498e10fea45,2,5/26/2024
Launch Potato,Machine Learning Lead,"Tucson, AZ (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178487004&v=1.0&sign=814d998eb7902abc5ac8b8873de61375,4,5/26/2024
Launch Potato,Machine Learning Lead,"Greenville, SC (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178561004&v=1.0&sign=6ea9409b6fc6aa739974c36191b4492c,4,5/26/2024
Launch Potato,Machine Learning Lead,"Delray Beach, FL (hybrid)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178520004&v=1.0&sign=c9a7a743321f50056f4a803a7957b1e9,4,5/26/2024
Launch Potato,Machine Learning Lead,"San Diego, CA (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178489004&v=1.0&sign=a0153d7413fe18232a5cba9f69f18a47,4,5/26/2024
Launch Potato,Machine Learning Lead,"Riverside, CA (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178495004&v=1.0&sign=f6247cfdfa98be17ce1124e6463ef48e,4,5/26/2024
Launch Potato,Machine Learning Lead,"Sacramento, CA (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178493004&v=1.0&sign=89c92228eeaa9a188fff6951a7eeb4f5,4,5/26/2024
Walmart,"(USA) Staff, Data Scientist","RESTON, VA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1883429-usa-staff-data-scientist&v=1.0&sign=0800991bd05f85d15a8fc2ff4086446d,5,5/26/2024
Walmart,Software Engineer III,"SUNNYVALE, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1835541-software-engineer-iii&v=1.0&sign=55cecac1f0b0affb69858b4918de7f88,3,5/26/2024
Walmart,"(USA) Senior, Software Engineer","BENTONVILLE, AR",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1866439-usa-senior-software-engineer&v=1.0&sign=882a15acf691c7ad34687bcb07773c1a,3,5/26/2024
Meta,"Software Engineer, Systems","Seattle, WA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F852216246740673%2F&v=1.0&sign=0c1f20fccae6740c4bb53baa12a656d9,3,5/26/2024
Meta,"Director, Data Engineering","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F1927623327691341%2F&v=1.0&sign=eaa2926c27db832fe4bf86a3f522e9e2,12,5/26/2024
Meta,Research Scientist,"Burlingame, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F447526994570241%2F&v=1.0&sign=6d6dbe36c1c4b55720d7b5b2d7374193,0,5/26/2024
Meta,Software Engineer,"Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F2166591523716248%2F&v=1.0&sign=fb74bef5b4e3a0249b915c14c1467e84,1,5/26/2024
Meta,Software Engineer (Systems),"Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F1551705758727581%2F&v=1.0&sign=440c750908d56515f8c5f82414d50e60,0,5/26/2024
Meta,"Software Engineer, Machine Learning","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F1501097200803413%2F&v=1.0&sign=448bd739bd9ff5c8196c5ff23fa1099e,6,5/26/2024
Microsoft,Technical Program Manager,"Atlanta, Georgia, United States; Redmond, Washington, United States; Boydton, Virginia, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1708273%2FTechnical-Program-Manager&v=1.0&sign=4dc3278851aa4597b40ccf51f2f5c678,2,5/26/2024
JPMorgan Chase & Co.,"AWS Software Engineer III, Java","Wilmington, DE, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjpmc.fa.oraclecloud.com%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1001%2Fjob%2F210521995&v=1.0&sign=20f205c630511a04244fe05c187f0eb9,3,5/26/2024
Microsoft,Software Engineer II,"Redmond, Washington, United States; Multiple Locations, Multiple Locations, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1721672%2FSoftware-Engineer-II&v=1.0&sign=7f04801c52ce16497a230fad60af5f25,2,5/26/2024
Microsoft,Software Engineer - Azure High-Performance Computing and Artificial Inteligence,"Vancouver, British Columbia, Canada",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1721942%2FSoftware-Engineer---Azure-High-Performance-Computing-and-Artificial-Inteligence&v=1.0&sign=50171bcba38f5810934d6108679a5245,1,5/26/2024
JPMorgan Chase & Co.,Risk Management - Credit Risk Underwriter - Vice President,"New York, NY, United States; Washington, DC, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjpmc.fa.oraclecloud.com%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1001%2Fjob%2F210521923&v=1.0&sign=8076090fe1bb4e2252c4ed02ffa282bd,8,5/26/2024
Microsoft,Senior Research Scientist,"Redmond, Washington, United States; Multiple Locations, Multiple Locations, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1719510%2FSenior-Research-Scientist&v=1.0&sign=7ff0effbc1d40986c06cf56a5aed2f71,0,5/26/2024
Veeva Systems,Marketing Data Analyst,New York - New York City,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2F28c47d34-3ad6-4485-85a9-686b4239b9ea&v=1.0&sign=b0a5c05e71d96d3278a51779744ac377,3,5/26/2024
Veeva Systems,Intern Software Engineer (Summer 2024),California - Pleasanton,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2F0920d3d8-17f2-4d02-86e6-62d27f49e7a6&v=1.0&sign=d7073a59986e6d847849c5bc14fb0b0d,0,5/26/2024
Launch Potato,Machine Learning Lead,"Colorado Springs, CO (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178499004&v=1.0&sign=b05115baa1074d09db7acd3f6d0caeb6,4,5/26/2024
Launch Potato,"Lead Data Scientist, Performance Marketing","Baltimore, MD (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178373004&v=1.0&sign=8e9ebe24fe1da66360b16164cec0bd60,4,5/26/2024
Launch Potato,"Lead Data Scientist, Performance Marketing","Wichita, KS (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178371004&v=1.0&sign=607e10ec1207d81702cbe3e3d5a03ad8,4,5/26/2024
Launch Potato,"Lead Data Scientist, Performance Marketing","Charlotte, NC (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178379004&v=1.0&sign=b27394b92171995b67cc71ddbc4e0c36,4,5/26/2024
Launch Potato,"Lead Data Scientist, Performance Marketing","Pittsburgh, PA (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178394004&v=1.0&sign=1b1e0476dffd1469ada9d28af18a9910,4,5/26/2024
Launch Potato,"Lead Data Scientist, Performance Marketing","Durham, NC (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178377004&v=1.0&sign=c0c10f4c324563a48f06729b2f8241ed,4,5/26/2024
TikTok,Android Software Engineer (Multiple Positions),San Jose,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.tiktok.com%2Fposition%2F7371664593238165770%2Fdetail&v=1.0&sign=911cf9c727001713cbe00498bdd42609,2,5/26/2024
